Format,TIME,GROXYZ,LINXYZ,MAGXYZ,
72,1,0,0,-1.22,-0.31,0.61,0,0,0
73,0,-4,-1,-1.22,-0.71,-0.20,0,0,0
74,0,3,-5,-4.08,-0.61,4.28,0,0,0
75,3,-25,-3,0.31,0.00,-4.28,0,0,0
76,0,18,0,-0.31,-0.71,-1.22,0,0,0
77,-5,-25,-4,-1.22,0.00,-0.10,0,0,0
78,-3,-5,0,1.53,-0.82,-0.71,0,0,0
79,1,9,0,-1.12,-0.20,0.31,0,0,0
80,-1,-5,-1,-2.14,0.10,0.82,0,0,0
81,1,-1,0,-0.41,-0.71,-0.31,0,0,0
82,2,0,1,-1.63,-0.51,0.92,0,0,0
83,0,-4,0,-2.04,0.00,1.73,0,0,0
84,0,1,-1,-1.12,-0.51,0.20,0,0,0
85,2,-2,-1,-1.33,-0.20,0.61,0,0,0
86,1,0,0,-0.92,-0.20,-0.31,0,0,0
87,-1,0,-1,-1.43,-0.20,0.51,0,0,0
88,-2,2,2,-1.22,-0.41,0.51,0,0,0
89,0,-1,1,-1.33,-0.31,0.82,0,0,0
90,0,0,0,-1.02,-0.31,0.41,0,0,0
91,1,1,-1,-1.43,0.00,0.41,0,0,0
92,-1,0,0,-1.12,-0.20,0.10,0,0,0
93,1,-2,1,-1.02,-0.31,0.20,0,0,0
94,0,-1,-2,-1.33,-0.41,0.41,0,0,0
95,-1,-1,1,-1.12,-0.20,0.41,0,0,0
96,15,62,13,1.43,0.00,-2.24,0,0,0
97,16,68,20,-2.14,-0.41,-0.31,0,0,0
98,37,118,46,0.20,1.12,-1.02,0,0,0
99,31,148,42,0.92,-0.20,-0.61,0,0,0
100,29,133,35,-1.94,0.20,0.00,0,0,0
101,8,25,11,-5.91,-1.22,2.35,0,0,0
102,147,381,27,5.71,-0.71,-9.18,0,0,0
103,528,1551,105,7.95,0.00,-8.57,0,0,0
104,140,1700,29,-7.14,4.59,17.95,0,0,0
105,67,1376,-10,-17.03,-0.82,17.85,0,0,0
106,32,573,-41,-7.44,-0.92,5.61,0,0,0
107,141,956,-153,-6.32,-9.89,-18.46,0,0,0
108,386,1717,-364,-16.62,-18.05,-14.07,0,0,0
109,634,2107,-604,-25.39,-31.61,-24.07,0,0,0
110,521,2906,-43,1.02,9.28,-23.35,0,0,0
111,685,2111,-19,-18.46,16.83,6.12,0,0,0
112,495,410,-267,-18.87,27.33,45.18,0,0,0
113,286,-1473,-246,7.65,31.10,26.72,0,0,0
114,-316,-2395,143,1.84,12.54,39.26,0,0,0
115,-463,-1144,182,34.26,-12.65,-19.17,0,0,0
116,-8,522,297,49.97,-13.87,2.86,0,0,0
117,-279,869,-103,6.93,5.00,-22.64,0,0,0
118,823,835,-457,-42.52,-11.52,-19.48,0,0,0
119,714,431,-1183,-9.48,-44.16,-15.60,0,0,0
120,1187,-1199,-1485,-22.54,-9.59,27.53,0,0,0
121,838,-3337,-2042,-47.73,16.42,18.76,0,0,0
122,921,-2813,-1743,36.71,37.02,51.19,0,0,0
123,460,-2654,-1001,37.63,44.67,21.72,0,0,0
124,-35,-2346,-420,-6.42,14.38,2.45,0,0,0
125,-353,301,53,-29.37,-12.34,-139.61,0,0,0
126,-121,-1711,830,-22.03,-6.42,54.56,0,0,0
127,1424,-2972,1797,-4.08,-3.47,49.87,0,0,0
128,2609,-2209,1656,10.30,-7.34,-5.51,0,0,0
129,3344,-777,1537,10.71,-2.86,9.89,0,0,0
130,3835,-494,1661,13.26,-13.26,74.24,0,0,0
131,4772,369,1165,1.94,2.45,74.34,0,0,0
132,5317,-264,-190,22.23,7.75,75.06,0,0,0
133,5311,-461,-1661,5.30,23.66,21.01,0,0,0
134,4292,-505,-2206,-16.93,-22.44,32.43,0,0,0
135,2020,-2641,-1924,-61.29,-83.52,6.63,0,0,0
136,-396,-4119,-552,-124.52,-61.39,-100.75,0,0,0
137,-3494,-4062,4801,-214.97,-39.67,-118.80,0,0,0
138,-4222,314,7175,-137.98,-51.50,-71.69,0,0,0
139,-3820,1385,6214,-74.44,-98.72,-16.01,0,0,0
140,-2939,396,4250,110.54,-52.82,-11.22,0,0,0
141,-2169,281,3717,185.19,-20.91,7.34,0,0,0
142,-1321,-158,3367,240.57,-9.89,30.29,0,0,0
143,-252,-634,856,206.91,-29.68,54.76,0,0,0
144,639,-576,-1950,166.12,-30.59,51.40,0,0,0
145,2198,145,-4380,115.03,-40.08,28.96,0,0,0
146,5175,119,-6566,-39.16,-93.72,10.50,0,0,0
147,5682,-2251,-5837,-121.05,-87.09,-19.48,0,0,0
148,2208,-2665,-127,-215.79,-37.43,-34.37,0,0,0
149,86,-890,3800,-207.42,-22.44,-41.00,0,0,0
150,-499,2233,3598,-129.51,-64.86,-10.20,0,0,0
151,-789,3126,1901,-70.06,-70.67,-14.48,0,0,0
152,-1395,2711,774,-9.79,-33.14,3.37,0,0,0
153,-1883,1979,1528,36.61,4.18,2.45,0,0,0
154,-1931,1146,2395,39.98,18.46,17.54,0,0,0
155,-1663,938,2233,56.09,43.44,71.59,0,0,0
156,669,328,1111,79.75,67.10,112.69,0,0,0
157,3275,4,384,71.49,67.71,120.33,0,0,0
158,5654,-253,-293,52.01,42.93,115.24,0,0,0
159,8603,-1138,-642,13.67,34.37,85.36,0,0,0
160,10073,-1518,-446,4.59,1.53,75.87,0,0,0
161,10796,-1706,-11,-14.07,-52.52,74.34,0,0,0
162,11313,-2634,-195,11.12,-119.62,59.96,0,0,0
163,10490,-2631,-615,-2.75,-133.59,43.44,0,0,0
164,8376,-1285,266,-9.89,-98.72,-15.50,0,0,0
165,6708,-909,313,-12.14,-119.01,-8.46,0,0,0
166,4797,-756,442,-2.55,-111.46,-39.47,0,0,0
167,2023,-172,545,-2.96,-118.29,-53.64,0,0,0
168,136,34,268,2.04,-109.93,-57.31,0,0,0
169,-2718,143,338,8.87,-98.72,-42.42,0,0,0
170,-5232,165,461,-2.35,-95.04,-31.31,0,0,0
171,-7921,428,922,-5.61,-91.58,-33.45,0,0,0
172,-10890,870,1608,0.51,-79.95,16.32,0,0,0
173,-14428,1146,2850,-21.31,-122.48,106.87,0,0,0
174,-15554,1777,3454,-23.56,-133.59,122.58,0,0,0
175,-13706,2349,2943,-14.79,-49.05,124.92,0,0,0
176,-9878,1968,1249,1.63,-27.02,94.33,0,0,0
177,-4852,-663,163,31.61,68.22,174.49,0,0,0
178,-1591,-886,470,54.97,86.38,149.50,0,0,0
179,4345,-80,-597,15.60,-5.00,98.72,0,0,0
180,6850,613,-1867,-3.37,-15.91,87.19,0,0,0
181,8181,959,-2948,3.67,-6.83,66.39,0,0,0
182,9038,835,-4114,12.85,-21.52,49.05,0,0,0
183,9909,-57,-4310,24.88,16.01,64.65,0,0,0
184,11246,-92,-3065,-1.12,-61.59,49.87,0,0,0
185,11839,-154,-1857,-17.44,-84.03,39.26,0,0,0
186,10159,5,-609,-15.91,-100.04,9.48,0,0,0
187,7953,202,-55,-13.26,-102.90,-16.72,0,0,0
188,4054,485,481,-5.61,-100.45,-40.69,0,0,0
189,1345,556,672,7.85,-102.28,-52.21,0,0,0
190,-1032,209,851,3.98,-101.77,-52.01,0,0,0
191,-3330,120,839,-1.33,-89.13,-46.40,0,0,0
192,-6765,758,734,-6.02,-74.65,-27.13,0,0,0
193,-8900,1232,864,-6.63,-72.61,-9.48,0,0,0
194,-11650,1191,1192,-15.30,-89.44,60.17,0,0,0
195,-12922,636,2015,-28.04,-60.58,129.21,0,0,0
196,-11263,1836,2190,16.42,-11.12,52.93,0,0,0
197,-8555,1386,1004,-7.44,-16.72,84.03,0,0,0
198,-4489,640,183,1.12,27.43,98.21,0,0,0
199,-854,390,125,33.55,102.39,96.68,0,0,0
200,2846,183,-461,13.16,26.62,82.30,0,0,0
201,4914,93,-1176,8.67,1.53,62.00,0,0,0
202,5147,-19,-1432,-3.26,-12.54,33.65,0,0,0
